ID,HP,MP,AT,MAT,SPD,DF,MDF,A-AV,M-AV,SPECIAL,UK,Element,Element Null,Status Resist,Target Arrow X,Target Arrow Y,Target Arrow Z,UK,UK,UK,UK,UK,UK,UK,Name
246,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
247,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
248,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
249,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
250,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
251,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
252,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
253,15,0,2,3,50,40,40,0,0,192,0,1,0,255,0,11,0,0,0,2,2,10,0,0,Merchant
254,3,0,2,1,50,40,50,0,0,192,0,128,0,255,0,11,0,0,0,2,1,11,0,0,Master Tasman
255,3,0,10,10,50,40,40,0,0,192,0,4,0,255,0,15,0,0,0,2,1,12,0,0,Rose
256,14,0,2,4,40,40,40,0,0,128,0,4,0,255,0,14,0,0,0,2,0,11,0,0,Commander
257,4,0,2,2,40,40,50,0,0,0,0,128,0,255,2,12,0,0,0,2,1,9,0,0,Knight of Sandora
258,350,0,12,13,60,80,120,0,0,128,0,4,0,255,3,11,0,8,5,2,2,8,0,0,Sandora Elite
259,15,0,4,4,50,100,100,0,0,0,0,128,0,255,0,11,0,8,5,2,255,9,0,0,Hellena Warden
260,25,0,5,9,50,100,100,0,0,128,0,128,0,255,2,13,1,8,5,2,1,9,0,0,Senior Warden
261,125,0,6,4,50,100,80,0,0,144,0,2,0,239,255,19,0,8,5,3,3,13,0,0,Fruegel
262,1400,0,28,22,50,100,80,0,0,144,0,2,0,239,255,19,0,8,5,3,3,13,0,0,Fruegel
263,500,0,24,24,70,100,100,10,0,16,0,64,0,99,0,17,0,8,5,1,0,13,0,0,Rodriguez
264,700,0,26,20,50,120,60,0,0,16,0,4,0,99,254,11,0,8,5,1,2,7,0,0,Guftas
265,320,0,12,12,60,100,50,0,0,144,0,2,0,255,0,17,0,0,0,3,0,13,0,0,Kongol
266,1500,0,36,24,50,140,80,0,0,144,0,2,0,255,1,19,0,0,0,3,2,14,0,0,Kongol
267,1000,0,36,36,55,100,100,0,0,128,0,16,0,255,3,14,0,8,5,3,2,11,0,0,Emperor Doel
268,2500,0,36,40,55,120,100,0,0,128,0,16,0,255,3,20,0,0,0,3,2,15,0,0,Dragoon Doel
269,499,0,23,23,50,100,100,0,0,128,0,8,0,255,0,16,0,0,0,2,1,11,0,0,Lloyd
270,8000,0,100,79,65,100,150,0,0,144,0,8,0,255,0,18,0,0,0,2,1,14,0,0,Lloyd
271,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,11,0,0,0,1,0,0,0,0,Missing
272,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,11,0,0,0,1,0,0,0,0,Missing
273,350,0,12,13,60,80,120,0,0,128,0,4,0,255,3,11,0,8,5,2,2,8,0,0,Sandora Elite
274,400,0,34,31,70,100,80,5,0,128,0,4,0,255,0,7,255,8,5,2,0,7,0,0,Crafty Thief
275,600,0,21,14,50,100,80,0,0,144,0,64,0,255,19,46,0,0,0,5,13,34,0,0,Feyrbrand
276,1,0,1,1,50,50,50,0,0,144,0,0,0,255,4,17,0,0,0,5,12,16,0,0,???
277,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Dummy Lloyd
278,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
279,5000,0,67,45,45,120,80,0,0,144,0,1,0,255,148,70,0,0,0,5,148,70,0,0,Regole
280,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,50,236,0,0,5,0,49,0,0,Tentacle
281,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
282,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
283,7000,0,65,58,60,160,60,0,0,144,0,8,0,255,166,69,6,0,0,5,166,66,0,0,Divine Dragon
284,3000,0,58,65,50,160,60,0,0,144,0,8,0,255,0,59,0,0,0,5,0,57,0,0,Divine Cannon
285,3000,0,58,58,50,160,60,0,0,144,0,8,0,255,0,39,34,0,0,5,0,36,0,0,Divine Ball
286,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
287,500,0,15,17,60,120,100,0,0,144,0,64,0,255,0,15,0,0,0,2,1,12,0,0,Greham
288,800,0,17,17,50,80,120,0,0,144,0,32,0,255,1,23,0,0,0,2,2,17,0,0,Shirley
289,150,0,17,17,55,80,120,0,0,144,0,32,0,255,0,12,0,0,0,2,0,10,0,0,Shana
290,150,0,20,17,45,100,100,0,0,144,0,64,0,255,0,12,0,0,0,2,1,10,0,0,Albert
291,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
292,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
293,5000,0,50,70,50,100,160,0,0,144,0,1,0,255,0,15,0,8,5,2,1,11,0,0,Lenus
294,4000,0,50,70,55,100,180,0,0,128,0,1,0,255,0,16,0,0,0,2,0,12,0,0,Lenus
295,14000,0,130,130,60,100,200,0,0,128,0,1,0,255,0,15,0,8,5,2,0,11,0,0,Damia
296,16000,0,170,110,50,150,120,10,0,128,0,64,0,255,1,15,1,8,5,2,1,12,0,0,Syuveil
297,25000,0,200,80,50,200,80,0,0,128,0,2,0,255,0,19,0,8,5,2,2,14,0,0,Belzac
298,18000,0,150,120,70,120,150,10,0,128,0,16,0,255,0,15,0,8,5,2,1,11,0,0,Kanzas
299,800,0,38,31,70,110,100,0,0,128,0,4,0,255,255,7,0,8,5,2,255,5,0,0,Mappi
300,2000,0,45,36,65,110,100,0,0,128,0,4,0,255,255,7,0,8,5,2,255,5,0,0,Mappi
301,3000,0,51,36,50,120,100,0,0,128,0,2,0,255,0,17,0,8,5,3,0,13,0,0,Gehrich
302,200,0,19,19,50,100,80,0,0,128,0,8,0,255,2,13,0,8,5,2,2,9,0,0,Gorgaga
303,250,0,23,23,50,100,100,0,0,128,0,128,0,255,2,15,0,8,5,2,2,10,0,0,Serfius
304,300,0,26,10,45,120,80,0,0,144,0,2,0,255,0,19,0,8,5,3,2,14,0,0,Danton
305,333,0,19,19,55,80,100,0,0,128,0,4,0,255,0,16,0,8,5,2,1,12,0,0,Atlow
306,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
307,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Crash
308,450,0,18,20,50,80,120,0,0,144,0,8,0,255,25,39,0,0,0,5,37,38,0,0,Virage(head)
309,300,0,18,11,50,100,100,0,0,144,0,8,0,255,10,14,232,0,0,5,37,11,0,0,Virage(body)
310,60,0,16,11,50,100,100,0,0,144,0,8,0,255,251,0,243,0,0,5,29,0,0,0,Virage(arm)
311,2500,0,42,42,50,100,100,0,0,144,0,8,0,255,28,60,0,0,0,5,28,57,0,0,Virage(head)
312,400,0,42,34,50,100,100,0,0,144,0,8,0,255,10,0,8,0,0,5,236,0,0,0,Virage(arm)
313,1000,0,42,34,50,100,100,0,0,144,0,8,0,255,0,41,240,0,0,5,16,38,0,0,Virage(body)
314,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
315,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
316,13000,0,90,140,50,100,100,0,0,144,0,8,0,255,0,40,0,0,0,5,0,40,0,0,S Virage(head)
317,13000,0,90,140,50,100,100,0,0,144,0,8,0,255,0,26,0,0,0,5,0,26,0,0,S Virage(body)
318,6500,0,100,140,50,100,100,0,0,144,0,8,0,255,0,44,0,0,0,5,0,44,0,0,S Virage(arm)
319,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,3,0,0,Crash
320,15000,0,150,90,50,100,100,0,0,144,0,8,0,255,0,50,0,0,0,5,0,50,0,0,S Virage(head)
321,5000,0,120,100,60,140,120,0,0,144,0,8,0,255,0,46,0,0,0,5,0,46,0,0,S Virage(arm)
322,20000,0,100,90,40,180,120,0,0,144,0,8,0,255,0,20,0,0,0,5,0,20,0,0,S Virage(body)
323,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
324,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
325,1500,0,23,20,70,80,80,0,0,144,0,64,0,255,3,13,0,0,0,2,2,8,0,0,Drake the Bandit
326,150,0,15,15,50,120,80,0,0,144,0,8,0,255,0,8,0,0,0,1,0,7,0,0,Wire
327,80,0,34,34,70,150,50,0,0,144,0,8,0,255,0,3,0,0,0,1,0,1,0,0,Bursting Ball
328,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Freeze
329,1600,0,23,21,50,160,80,0,0,144,0,2,0,255,11,20,0,0,0,5,11,20,0,0,Jiango
330,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,26,6,0,0,5,0,25,0,0,???
331,1,0,1,1,50,50,50,0,0,144,0,0,0,255,38,27,254,0,0,5,51,26,0,0,???
332,350,0,10,10,50,80,60,0,0,144,0,2,0,255,3,10,0,0,0,5,5,6,0,0,Urobolus
333,800,0,15,19,45,80,80,0,0,144,0,128,0,255,10,25,0,0,0,5,250,23,0,0,Fire Bird
334,10,0,14,14,45,80,100,0,0,144,0,128,0,255,0,10,0,0,0,1,0,3,0,0,Volcano Ball
335,7000,0,46,65,70,100,160,0,0,144,0,2,0,255,6,33,0,0,0,5,10,26,0,0,Grand Jewel
336,1,0,1,1,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,4,0,0,0,0,Virage(head)
337,1,0,1,1,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,4,0,0,0,0,Virage(body)
338,1,0,1,1,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,0,0,0,0,0,Virage(arm)
339,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Kamuy's tree
340,2500,0,60,60,60,100,100,0,0,144,0,4,0,255,1,19,0,8,5,2,1,14,0,0,Ghost Commander
341,250,0,50,50,60,80,80,0,0,144,0,4,0,255,1,19,0,8,5,2,1,14,0,0,Ghost Knight
342,1000,0,113,113,50,50,200,0,0,144,0,8,0,255,0,14,0,0,0,2,3,9,0,0,Mazo
343,6000,0,70,70,70,100,150,0,0,144,0,8,0,255,6,9,0,8,5,2,7,5,0,0,Kamuy
344,32000,0,140,140,50,50,200,0,20,144,0,8,0,255,0,20,0,8,5,3,0,15,0,0,Faust
345,32000,0,140,140,50,50,200,0,20,144,0,8,0,255,0,20,0,0,0,3,0,15,0,0,Faust
346,16000,0,100,100,50,100,120,0,0,144,0,1,0,255,0,33,0,0,0,5,1,28,0,0,Windigo
347,600,0,90,90,50,100,80,0,0,144,0,1,0,255,4,4,0,0,0,5,1,1,0,0,Snow Cannon
348,3,0,77,77,50,60,60,0,0,147,0,1,0,255,250,22,0,0,0,5,0,24,0,0,Heart
349,3000,0,80,80,50,100,160,0,0,144,0,4,0,255,0,19,0,8,5,2,0,19,0,0,Polter Helm
350,5000,0,80,130,50,160,140,0,0,144,0,4,0,255,0,13,0,8,5,2,1,15,0,0,Polter Armor
351,4000,0,150,80,100,120,120,0,0,144,0,4,0,255,0,7,251,8,5,2,0,7,0,0,Polter Sword
352,20000,0,120,130,60,160,100,0,0,144,0,8,0,255,0,0,0,0,0,5,2,15,0,0,Divine Dragoon Ghost
353,15000,0,110,80,60,80,120,0,5,144,0,1,0,255,0,0,0,0,0,5,2,15,0,0,Ghost Regole
354,10000,0,100,80,60,100,80,0,0,144,0,64,0,255,0,0,0,0,0,5,2,15,0,0,GhostFB
355,1,0,1,1,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Missing (Melbu Texture)
356,1,0,1,1,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Missing (Tentacle Texture)
357,1,0,1,1,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Lloyd & Melbu (Crash)
358,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
359,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
360,7000,0,100,76,50,100,100,0,0,144,0,4,0,255,3,10,0,8,5,5,7,6,0,0,Vector
361,8000,0,80,120,60,120,180,10,0,144,0,4,0,255,2,17,0,8,5,2,0,13,0,0,Selebus
362,6000,0,90,90,55,140,140,0,0,144,0,4,0,255,2,19,0,8,5,2,1,16,0,0,Kubila
363,15000,0,140,99,60,140,170,0,0,144,0,4,0,255,0,21,0,0,5,3,254,18,0,0,Zackwell
364,8000,0,99,99,50,120,80,0,0,144,0,64,0,255,3,11,0,8,5,2,1,11,0,0,Lavitzs Spirit
365,15000,0,110,90,50,140,200,0,0,144,0,1,0,255,10,20,0,0,0,5,18,25,0,0,Last Kraken
366,1700,0,73,80,60,60,160,0,0,144,0,1,0,255,0,14,0,8,5,1,1,12,0,0,Cleone
367,1,0,1,1,50,50,50,0,0,144,0,0,0,255,1,11,2,0,0,0,0,3,0,0,Auto Complete
368,13000,0,140,103,70,120,120,0,0,144,0,8,0,255,0,7,0,8,5,5,3,6,0,0,Caterpillar
369,4000,0,103,103,60,160,160,0,0,144,0,8,0,255,0,18,0,0,0,5,2,20,0,0,Pupa
370,20000,0,140,150,70,120,160,0,0,144,0,8,0,255,0,30,0,8,5,5,255,23,0,0,Imago
371,3000,0,50,50,50,80,140,0,0,144,0,8,0,255,16,17,0,0,0,5,16,17,0,0,Death Rose
372,1,0,1,1,50,50,50,0,0,144,0,0,0,255,14,20,0,0,0,5,0,3,0,0,Auto Complete
373,4000,0,86,86,55,100,100,0,0,144,0,16,0,255,0,12,0,0,0,2,0,8,0,0,Claire
374,4000,0,86,86,55,100,100,0,0,144,0,16,0,255,0,12,0,8,5,2,0,8,0,0,Claire
375,3370,0,105,105,30,160,60,0,0,144,0,2,0,255,1,16,0,0,0,2,1,12,0,0,Indora
376,1800,0,86,86,45,120,120,5,0,144,0,16,0,255,0,5,0,0,0,0,0,5,0,0,Shadow Blade
377,1800,0,86,86,45,120,120,5,0,144,0,16,0,255,0,5,0,0,0,0,7,5,0,0,Light Sword
378,12000,0,122,122,55,120,160,0,0,156,0,4,0,255,34,21,0,0,0,5,34,21,0,0,Michael
379,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,3,0,0,Michael (arm)
380,1600,0,122,122,50,100,100,0,0,144,0,4,0,255,249,20,0,0,0,5,249,20,0,0,Michael (core)
381,2500,0,75,90,50,120,120,0,0,144,0,16,0,255,0,16,0,8,5,2,1,12,0,0,Dark Doel
382,4000,0,60,86,50,80,160,5,5,144,0,32,0,255,0,18,0,8,5,2,0,14,0,0,Archangel
383,20000,0,120,130,60,160,100,0,0,144,0,8,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
384,15000,0,110,80,60,80,120,0,0,144,0,1,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
385,10000,0,100,80,60,100,80,0,0,144,0,64,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
386,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,2,0,3,0,0,Missing Shana
387,10000,0,170,120,70,120,150,0,0,144,0,128,0,255,0,17,0,8,5,2,1,12,0,0,Zieg Feld
388,60000,0,120,90,50,200,250,0,0,144,0,8,0,255,255,47,0,0,0,5,255,47,0,0,Melbu Frahma (1st)
389,2000,0,120,90,50,180,200,0,0,144,0,8,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
390,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,4,0,0,0,0,Melbu Frahma (2nd)
391,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (3rd)
392,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (Bomb Star)
393,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (4th)
394,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Monster
395,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
396,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Bomb Star (Melbu Frahma 1st)
397,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Monster
398,1000,0,100,100,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
399,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Crash
