Flag,Type,UK1,Who Equips,Element,UK2,Elemental Resistance,Elemental Null,Status Resist,UK3,AT,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hat,SP Per Magical Hat,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,UK4,UK5,On Hit Status,Price,Name,Description,Registry ID
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,30,0,0,0,0,0,0,0,20,20,0,0,0,0,300,Sage's Cloak,Increases escape§chance from phys./§mag. attacks by 20%,lod:sages_cloak
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,50,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Physical Ring,Raises maximum§HP 50%.,lod:physical_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,100,0,false,false,false,false,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Amulet,Doubles§maximum MP.,lod:amulet
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,75,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Wargod's Sash,Attacks generate§75% more SP.,lod:wargods_sash
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,30,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Spirit Ring,Recovers 30 SP§each turn.,lod:spirit_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Therapy Ring,Recovers 10% HP§each turn.,lod:therapy_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Mage Ring,Recovers 10% MP§each turn.,lod:mage_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,24,0,0,0,0,0,20,20,0,0,0,0,0,0,250,Wargod's Amulet,Increases hit rate§for mag./phys.§attacks by 20%.,lod:wargods_amulet
128,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Talisman,Grants immunity§to instant death.,lod:talisman
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,250, ,,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,40,0,0,0,0,27,0,0,0,0,0,0,0,0,0,40,0,0,0,250,Holy Ankh,40% chance of§reviving from§death.,lod:holy_ankh
0,8,32,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,2500,Dancer's Ring,Raises speed§by 20.,lod:dancers_ring
0,8,32,247,0,0,0,0,255,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,250, ,,lod:_
0,8,32,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,2500,Bandit's Ring,Raises speed§by 20.,lod:bandits_ring
0,8,32,247,0,0,128,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Red-Eye Stone,Halves damage§from fire-based§attacks.,lod:red-eye_stone
0,8,32,247,0,0,64,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Jade Stone,Halves damage§from wind-based§attacks.,lod:jade_stone
0,8,32,247,0,0,32,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Silver Stone,Halves damage§from light-based§attacks.,lod:silver_stone
0,8,32,247,0,0,4,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Darkness Stone,Halves damage§from dark-based§attacks.,lod:darkness_stone
0,8,32,247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Blue Sea Stone,Halves damage§from water-based§attacks.,lod:blue_sea_stone
0,8,32,247,0,0,16,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Violet Stone,Halves damage§from thunder-based§attacks.,lod:violet_stone
0,8,32,247,0,0,2,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Golden Stone,Halves damage§from earth-based§attacks.,lod:golden_stone
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,100, ,,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Ruby Ring,Gain 20 SP when§damaged magically.,lod:ruby_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,10,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Sapphire Pin,Gain 10% MP when§damaged magically.,lod:sapphire_pin
0,8,32,247,0,0,0,0,255,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Rainbow Earring,Avoids all§abnormal status§ailments.,lod:rainbow_earring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,,lod:_
0,8,32,247,0,0,0,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Emerald Earring,Gain 20 SP when§damaged physically.,lod:emerald_earring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,,lod:_
0,8,32,247,0,0,0,0,0,0,0,10,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Platinum Collar,Gain 10% MP when§damaged physically.,lod:platinum_collar
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,Phantom Shield,Halves damage§from all attacks but§decreases DF/MDF.,lod:phantom_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,Dragon Shield,Halves physical§damage but§decreases DF.,lod:dragon_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,false,false,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,Angel Scarf,Halves magical§damage but§decreases MDF.,lod:angel_scarf
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Bracelet,,lod:bracelet
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,5,0,0,0,0,0,0,0,0,0,0,0,50,Fake Power Wrist,Raises physical§attack by 5.,lod:fake_power_wrist
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,5,0,0,0,0,0,0,0,0,0,50,Fake Shield,Raises physical§defense by 5.,lod:fake_shield
0,8,32,247,0,0,0,0,128,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,25, ,,lod:_
0,8,32,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Wargod Calling,Automatic Addition:§Half Damage and SP.,lod:wargod_calling
0,8,32,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,Ultimate Wargod,Automatic Addition:§Full Damage and SP.,lod:ultimate_wargod
0,128,128,4,0,0,0,0,0,0,70,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sabre,,dragoon_modifier:sabre
0,128,128,128,128,0,0,0,0,0,25,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Lava Blade,Fire-based attack.,dragoon_modifier:lava_blade
0,128,128,32,2,0,0,0,0,0,31,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Stone Axe,Earth-based attack.,dragoon_modifier:stone_axe
0,128,128,2,32,0,0,0,0,0,22,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,1500,Spectral Arrow,Light-based attack.,dragoon_modifier:spectral_arrow
0,128,128,4,4,0,0,0,0,0,33,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Void Estoc,Dark-based attack.,dragoon_modifier:void_estoc
0,128,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,Hydro Hammer,Water-based attack.,dragoon_modifier:hydro_hammer
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,32,0,30,30,0,0,0,0,0,0,0,0,0,0,4000,Attack Horn,Raises physical§& magical§attack by 30.,dragoon_modifier:attack_horn
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,32,0,0,0,30,30,0,0,0,0,0,0,0,0,4000,Defense Horn,Raises physical§& magical§defense by 30.,dragoon_modifier:defense_horn
0,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,10000,Spirit Eater,"Powerful, but SP§decays each turn§unless full.",dragoon_modifier:spirit_eater
0,128,128,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,1,0,110,0,0,0,0,0,0,0,0,0,0,0,10000,Giant Axe,Will occasionally§cast guard after§physical dmg.,dragoon_modifier:giant_axe
0,128,128,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,5,0,0,0,0,0,80,25,0,0,0,0,0,0,0,0,0,0,10000,Dragon Beater,Grants life and SP§steal on§physical attacks.,dragoon_modifier:dragon_beater
0,128,128,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,3,0,82,0,0,0,0,0,0,0,0,0,0,0,10000,Ouroboros,Enhances dragoon§but has negative§effects.,dragoon_modifier:ouroboros
0,128,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,10000,Elemental Arrow,Changes element§based on party§and monsters.,dragoon_modifier:elemental_arrow
0,128,128,1,0,0,0,0,0,0,0,8,0,8,0,0,150,0,false,false,false,false,0,0,20,0,0,2,0,0,80,0,0,0,0,0,0,0,0,0,0,10000,Magic Hammer,Transfers all§physical power§to magical damage.,dragoon_modifier:magic_hammer
0,128,128,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,6,0,69,0,0,0,0,0,0,0,0,0,0,0,10000,Overcharge Glove,Thunder-based§attack that deals§more to thunder.,dragoon_modifier:overcharge_glove
0,32,64,247,0,0,0,0,0,0,0,5,5,5,5,0,0,0,false,false,false,false,0,0,0,0,0,38,1,5,5,5,5,5,5,1,1,0,0,0,0,15000,Crystal Armor,Increases stats§the more crystal§equips are set.,dragoon_modifier:crystal_armor
0,64,64,247,0,0,0,0,0,0,0,5,5,5,5,0,0,0,false,false,false,false,0,0,0,0,0,38,1,5,5,5,5,105,105,1,1,0,0,0,0,15000,Crystal Hat,Increases stats§the more crystal§equips are set.,dragoon_modifier:crystal_hat
0,16,64,247,0,0,0,0,0,0,0,5,5,5,5,0,0,0,false,false,false,false,0,0,0,0,0,38,1,5,5,5,5,5,5,1,1,0,0,0,0,15000,Crystal Boots,Increases stats§the more crystal§equips are set.,dragoon_modifier:crystal_boots
0,8,32,247,0,0,0,0,0,0,0,5,5,5,5,0,0,0,false,false,false,false,0,0,0,0,0,38,1,5,5,5,5,5,5,1,1,0,0,0,0,15000,Crystal Ring,Increases stats§the more crystal§equips are set.,dragoon_modifier:crystal_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,Ring of Reversal,Reverse physical§and magical defense.,dragoon_modifier:ring_of_reversal
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,7,7,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,Ring of Healing,Heals 7% HP/MP§and 7 SP§per turn.,dragoon_modifier:ring_of_healing
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,60,0,0,0,0,0,0,0,0,0,0,0,7500,Ring of Power,Raises physical§attack by 60.,dragoon_modifier:ring_of_power
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,60,0,0,0,0,0,0,0,0,0,0,7500,Ring of Magic,Raises magical§attack by 60.,dragoon_modifier:ring_of_magic
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,60,0,0,0,0,0,0,0,0,0,7500,Ring of Defense,Raises physical§defense§by 60.,dragoon_modifier:ring_of_defense
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,0,60,0,0,0,0,0,0,0,0,7500,Ring of Block,Raises magical§defense§by 60.,dragoon_modifier:ring_of_block
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,Ring of Shielding,Chance to cast§perfect shield§before death.,dragoon_modifier:ring_of_shielding
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,Ring of Elements,Extends dragoon§space based on§turns in special.,dragoon_modifier:ring_of_elements
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,22,1,1,1,1,1,1,1,1,1,0,0,0,0,7500,The One Ring,One.,dragoon_modifier:the_one_ring
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,10,10,10,10,10,0,0,10,10,0,0,0,0,7500,Lloyd's Boots,Lloyd's favorite boots.,dragoon_modifier:lloyds_boots
0,32,64,247,0,0,0,0,0,0,0,10,10,10,10,0,0,0,false,false,false,false,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,Divine DG Armor,20 SP and 10% MP on§all hits.,dragoon_modifier:divine_dg_armor
0,64,64,247,0,0,0,0,0,0,0,0,0,0,0,30,30,0,false,false,false,false,0,0,0,0,0,18,0,0,0,0,0,100,100,0,0,0,0,0,0,7500,Halo of Balance,Raises maximum§HP/MP by 30%.,dragoon_modifier:halo_of_balance
0,128,128,128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,15000,Firebrand,Fire and Divine§based attack.,dragoon_modifier:firebrand
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,100,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,Super Spirit Ring,Removes SP from§additions. Gains§100 SP per turn.,dragoon_modifier:super_spirit_ring
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,10,5,5,5,5,0,0,20,20,0,0,0,0,7500,Winged Shoes,Raises evasion§by 20%.,dragoon_modifier:winged_shoes
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Protection Shield,Negates damage up§to 50% Max HP§per battle.,dragoon_modifier:protection_shield
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Spirit Bottle,Recovers 80 SP§on first turn of battle.,dragoon_modifier:spirit_bottle
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Speed Bottle,Start battle with one§extra turn on first§turn once per battle.,dragoon_modifier:speed_bottle
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Healing Bottle,Recovers 70% HP§when HP is critical§once per battle.,dragoon_modifier:healing_bottle
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,500,Sun Bottle,Recovers 20 MP§when available§once per battle.,dragoon_modifier:sun_bottle
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Protection Shoes,Negates damage up§to 25% Max HP§per battle.,dragoon_modifier:protection_shoes
0,64,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,250,Protection Helmet,Negates damage up§to 25% Max HP§per battle.,dragoon_modifier:protection_helmet
0,32,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,Protection Armor,Negates damage up§to 50% Max HP§per battle.,dragoon_modifier:protection_armor
0,128,128,0,128,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Fire Arrow,Fire-based attack.,dragoon_modifier:fire_arrow
0,128,128,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Water Arrow,Water-based attack.,dragoon_modifier:water_arrow
0,128,128,0,64,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Wind Arrow,Wind-based attack.,dragoon_modifier:wind_arrow
0,128,128,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Earth Arrow,Earth-based attack.,dragoon_modifier:earth_arrow
0,128,128,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Dark Arrow,Dark-based attack.,dragoon_modifier:dark_arrow
0,128,128,0,32,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Light Arrow,Light-based attack.,dragoon_modifier:light_arrow
0,128,128,0,16,0,0,0,0,0,9,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Thunder Arrow,Thunder-based attack.,dragoon_modifier:thunder_arrow
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Fake Solitary Ring,Raises all stats§when alone in§battle.,dragoon_modifier:fake_solitary_ring
0,8,32,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,Solitary Ring,Raises all stats§when alone in§battle.,dragoon_modifier:solitary_ring
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,8,8,0,0,0,0,0,0,0,0,50,Fake Plague Boots,Raises status chance§by 20%.,dragoon_modifier:fake_plague_boots
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,12,12,0,0,0,0,0,0,0,0,300,Plague Boots,Raises status chance§by 40%.,dragoon_modifier:plague_boots
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,5,0,0,18,18,0,0,0,0,0,0,0,0,2000,Magicial Sollerets,,dragoon_modifier:magical_sollerets
0,16,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,21,0,0,0,0,0,0,0,15,15,0,0,0,0,2000,Magical Chausses,Raises evasion§by 15%.,dragoon_modifier:magical_chausses
