Flag,Slot,Type,Element,Elemental Resistance,Elemental Null,Status Resist,MP Per Physical Hit,SP Per Physical Hit,MP Per Magical Hit,SP Per Magical Hit,HP Multiplier,MP Multiplier,SP Multiplier,Magical Resistance,Physical Resistance,Magical Immunity,Physical Immunity,Revive,HP Regen,MP Regen,SP Regen,Escape Bonus,Icon,SPD,AT,MAT,DF,MDF,A-Hit,M-Hit,A-AV,M-AV,Status Chance,On Hit Status,Price,Name,Description,Registry ID
128,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Talisman,Avoids instant§death.,dragoon_modifier:talisman
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,50,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Holy Ankh,Revives from §death with a §given probability.,dragoon_modifier:holy_ankh
0,8,female,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,20,0,0,0,0,0,0,0,0,0,0,1,Dancer's Ring,Increases agility§by 20 pts.,dragoon_modifier:dancers_ring
0,8,male,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,50,23,0,0,0,0,0,0,0,0,0,0,0,1,Bandit's Ring,Increases agility§by 20 pts.,dragoon_modifier:bandits_ring
0,8,neutral,0,128,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Red-Eye Stone,Reduces damage§from fire-based §attack by half.,dragoon_modifier:red-eye_stone
0,8,neutral,0,64,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Jade Stone,Reduces damage§from wind-based§attack by half.,dragoon_modifier:jade_stone
0,8,neutral,0,32,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Silver Stone,Reduces damage§from light-based§attack by half.,dragoon_modifier:silver_stone
0,8,neutral,0,4,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Darkness Stone,Reduces damage§from darkness-based§attacks by half.,dragoon_modifier:darkness_stone
0,8,neutral,0,1,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Blue Sea Stone,Reduces damage§from water-based§attack by half.,dragoon_modifier:blue_sea_stone
0,8,neutral,0,16,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Violet Stone,Reduces damage§from thunder-based§attack by half.,dragoon_modifier:violet_stone
0,8,neutral,0,2,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Golden Stone,Reduces damage§from earth-based§attack by half.,dragoon_modifier:golden_stone
0,8,neutral,0,0,0,0,0,0,0,20,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Ruby Ring,When damaged by§magic SP is §accumulated.,dragoon_modifier:ruby_ring
0,8,neutral,0,0,0,0,0,0,10,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,500,Sapphire Pin,When damaged by§magic MP is §accumulated.,dragoon_modifier:sapphire_pin
0,8,neutral,0,0,0,255,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Rainbow Earring,Avoids all§abnormal status.,dragoon_modifier:rainbow_earring
0,8,neutral,0,0,0,0,0,20,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,150,Emerald Earring,When physically§damaged SP is§accumulated.,dragoon_modifier:emerald_earring
0,8,neutral,0,0,0,0,10,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,500,Platinum Collar,When physically§damaged MP is§accumulated.,dragoon_modifier:platinum_collar
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,true,true,false,false,0,0,0,0,0,23,0,0,0,127,0,0,0,0,0,0,0,5000,Phantom Shield,Reduces damage§from all attacks §by half.,dragoon_modifier:phantom_shield
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,true,false,false,0,0,0,0,0,23,0,0,0,127,0,0,0,0,0,0,0,1,Dragon Shield,Reduces physical§damage by half.,dragoon_modifier:dragon_shield
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,true,false,false,false,0,0,0,0,0,23,0,0,0,0,127,0,0,0,0,0,0,1,Angel Scarf,Reduces damage§from magic§by half.,dragoon_modifier:angel_scarf
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1,Bracelet, ,dragoon_modifier:bracelet
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,75,Fake Power Wrist,May slightly§increase physical §attack power.,dragoon_modifier:fake_power_wrist
0,8,neutral,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,75,Fake Shield,May slightly§increase physical§defense power.,dragoon_modifier:fake_shield
0,8,additions,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,500,Wargod Calling,Automatic Addition:§Half Damage and SP.,dragoon_modifier:wargod_calling
0,0,additions,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ultimate Wargod,Makes Addition§completely§successful.,dragoon_modifier:ultimate_wargod
