ID,HP,MP,AT,MAT,SPD,DF,MDF,A-AV,M-AV,SPECIAL,UK,Element,Element Null,Status Resist,Target Arrow X,Target Arrow Y,Target Arrow Z,UK,UK,UK,UK,UK,UK,UK,Name
245,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
246,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
247,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
248,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
249,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
250,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
251,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
252,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,Crash
253,100,0,2,2,50,40,40,0,0,192,0,1,0,255,0,11,0,0,0,2,2,10,0,0,Merchant
254,100,0,2,2,50,40,50,0,0,192,0,128,0,255,0,11,0,0,0,2,1,11,0,0,Master Tasman
255,100,0,2,2,50,40,40,0,0,192,0,4,0,255,0,15,0,0,0,2,1,12,0,0,Rose
256,35,0,4,9,40,40,40,0,0,128,0,4,0,255,0,14,0,0,0,2,0,11,0,0,Commander
257,20,0,3,3,40,40,50,0,0,0,0,128,0,255,2,12,0,0,0,2,1,9,0,0,Knight of Sandora
258,1260,0,20,22,60,80,120,0,0,128,0,4,0,255,3,11,0,8,5,2,2,8,0,0,Sandora Elite
259,30,0,7,7,50,130,130,0,0,0,0,128,0,255,0,11,0,8,5,2,255,9,0,0,Hellena Warden
260,52,0,8,12,50,100,100,0,0,128,0,128,0,255,2,13,1,8,5,2,1,9,0,0,Senior Warden
261,225,0,10,8,50,130,104,0,0,144,0,2,0,239,255,19,0,8,5,3,3,13,0,0,Fruegel
262,3600,0,48,36,50,150,120,0,0,144,0,2,0,239,255,19,0,8,5,3,3,13,0,0,Fruegel
263,1000,0,50,50,70,120,120,10,0,16,0,64,0,99,0,17,0,8,5,1,0,13,0,0,Rodriguez
264,1250,0,30,24,50,140,80,0,0,16,0,4,0,99,254,11,0,8,5,1,2,7,0,0,Guftas
265,1152,0,18,18,60,100,50,0,0,144,0,2,0,255,0,17,0,0,0,3,0,13,0,0,Kongol
266,4500,0,64,42,50,140,80,0,0,144,0,2,0,255,1,19,0,0,0,3,2,14,0,0,Kongol
267,2700,0,57,57,55,100,100,0,0,128,0,16,0,255,3,14,0,8,5,3,2,11,0,0,Emperor Doel
268,8100,0,58,61,55,120,100,0,0,128,0,16,0,255,3,20,0,0,0,3,2,15,0,0,Dragoon Doel
269,3192,0,40,40,50,100,100,0,0,128,0,8,0,255,0,16,0,0,0,2,1,11,0,0,Lloyd
270,48000,0,160,130,65,100,150,0,0,144,0,8,0,255,0,18,0,0,0,2,1,14,0,0,Lloyd
271,0,0,0,0,50,50,50,0,0,128,0,0,0,255,0,11,0,0,0,1,0,0,0,0,Missing
272,0,0,0,0,50,50,50,0,0,128,0,0,0,255,0,11,0,0,0,1,0,0,0,0,Missing
273,1260,0,20,22,60,80,120,0,0,128,0,4,0,255,3,11,0,8,5,2,2,8,0,0,Sandora Elite
274,1680,0,63,61,70,100,80,5,0,128,0,4,0,255,0,7,255,8,5,2,0,7,0,0,Crafty Thief
275,2160,0,34,23,50,100,80,0,0,144,0,64,0,255,19,46,0,0,0,5,13,34,0,0,Feyrbrand
276,1,0,1,1,50,50,50,0,0,144,0,0,0,255,4,17,0,0,0,5,12,16,0,0,???
277,0,0,0,0,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Dummy Lloyd
278,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
279,9000,0,118,74,45,210,140,0,0,144,0,1,0,255,148,70,0,0,0,5,148,70,0,0,Regole
280,0,0,0,0,50,50,50,0,0,144,0,0,0,255,0,50,236,0,0,5,0,49,0,0,Tentacle
281,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
282,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
283,15000,0,126,111,60,320,120,0,0,144,0,8,0,255,166,69,6,0,0,5,166,66,0,0,Divine Dragon
284,65535,0,107,126,50,65535,65535,0,0,144,0,8,0,255,0,59,0,0,0,5,0,57,0,0,Divine Cannon
285,65535,0,107,111,50,65535,65535,0,0,144,0,8,0,255,0,39,34,0,0,5,0,36,0,0,Divine Ball
286,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
287,1575,0,25,28,60,120,100,0,0,144,0,64,0,255,0,15,0,0,0,2,1,12,0,0,Greham
288,640,0,15,15,50,80,120,0,0,144,0,32,0,255,1,23,0,0,0,2,2,17,0,0,Shirley
289,120,0,15,15,55,80,120,0,0,144,0,32,0,255,0,12,0,0,0,2,0,10,0,0,Shana
290,120,0,17,15,45,100,100,0,0,144,0,64,0,255,0,12,0,0,0,2,1,10,0,0,Albert
291,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
292,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Crash
293,18375,0,77,108,50,100,160,0,0,144,0,1,0,255,0,15,0,8,5,2,1,11,0,0,Lenus
294,9000,0,88,120,55,175,315,0,0,128,0,1,0,255,0,16,0,0,0,2,0,12,0,0,Lenus
295,90000,0,380,380,60,125,175,0,0,128,0,1,0,255,0,15,0,8,5,2,0,11,0,0,Damia
296,100000,0,440,360,50,175,160,10,0,128,0,64,0,255,1,15,1,8,5,2,1,12,0,0,Syuveil
297,80000,0,450,370,50,220,160,0,0,128,0,2,0,255,0,19,0,8,5,2,2,14,0,0,Belzac
298,120000,0,400,370,70,135,150,10,0,128,0,16,0,255,0,15,0,8,5,2,1,11,0,0,Kanzas
299,3360,0,75,68,70,110,100,0,0,128,0,4,0,255,255,7,0,8,5,2,255,5,0,0,Mappi
300,3600,0,70,61,65,192,175,0,0,128,0,4,0,255,255,7,0,8,5,2,255,5,0,0,Mappi
301,10500,0,80,61,50,120,100,0,0,128,0,2,0,255,0,17,0,8,5,3,0,13,0,0,Gehrich
302,160,0,16,16,50,100,80,0,0,128,0,8,0,255,2,13,0,8,5,2,2,9,0,0,Gorgaga
303,200,0,20,20,50,100,100,0,0,128,0,128,0,255,2,15,0,8,5,2,2,10,0,0,Serfius
304,240,0,23,8,45,120,80,0,0,144,0,2,0,255,0,19,0,8,5,3,2,14,0,0,Danton
305,266,0,16,16,55,80,100,0,0,128,0,4,0,255,0,16,0,8,5,2,1,12,0,0,Atlow
306,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
307,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Crash
308,1620,0,26,27,50,80,120,0,0,144,0,8,0,255,25,39,0,0,0,5,37,38,0,0,Virage(head)
309,1080,0,26,14,50,100,100,0,0,144,0,8,0,255,10,14,232,0,0,5,37,11,0,0,Virage(body)
310,216,0,22,14,50,100,100,0,0,144,0,8,0,255,251,0,243,0,0,5,29,0,0,0,Virage(arm)
311,5600,0,75,75,50,175,175,0,0,144,0,8,0,255,28,60,0,0,0,5,28,57,0,0,Virage(head)
312,1050,0,92,75,50,175,175,0,0,144,0,8,0,255,10,0,8,0,0,5,236,0,0,0,Virage(arm)
313,2100,0,92,75,50,175,175,0,0,144,0,8,0,255,0,41,240,0,0,5,16,38,0,0,Virage(body)
314,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
315,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
316,62400,0,140,220,50,100,100,0,0,144,0,8,0,255,0,40,0,0,0,5,0,40,0,0,S Virage(head)
317,62400,0,140,220,50,100,100,0,0,144,0,8,0,255,0,26,0,0,0,5,0,26,0,0,S Virage(body)
318,31200,0,160,220,50,100,100,0,0,144,0,8,0,255,0,44,0,0,0,5,0,44,0,0,S Virage(arm)
319,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,3,0,0,Crash
320,140000,0,350,240,50,180,180,0,0,144,0,8,0,255,0,50,0,0,0,5,0,50,0,0,S Virage(head)
321,42000,0,286,240,60,200,180,0,0,144,0,8,0,255,0,46,0,0,0,5,0,46,0,0,S Virage(arm)
322,262500,0,286,240,40,208,160,0,0,144,0,8,0,255,0,20,0,0,0,5,0,20,0,0,S Virage(body)
323,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
324,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
325,5400,0,36,31,70,80,80,0,0,144,0,64,0,255,3,13,0,0,0,2,2,8,0,0,Drake the Bandit
326,360,0,13,13,50,120,80,0,0,144,0,8,0,255,0,8,0,0,0,1,0,7,0,0,Wire
327,120,0,45,45,70,150,150,0,0,144,0,8,0,255,0,3,0,0,0,1,0,1,0,0,Bursting Ball
328,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Freeze
329,5760,0,41,32,50,160,80,0,0,144,0,2,0,255,11,20,0,0,0,5,11,20,0,0,Jiango
330,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,26,6,0,0,5,0,25,0,0,???
331,1,0,1,1,50,50,50,0,0,144,0,0,0,255,38,27,254,0,0,5,51,26,0,0,???
332,1218,0,16,16,50,80,60,0,0,144,0,2,0,255,3,10,0,0,0,5,5,6,0,0,Urobolus
333,2880,0,26,32,45,80,80,0,0,144,0,128,0,255,10,25,0,0,0,5,250,23,0,0,Fire Bird
334,30,0,23,23,45,80,100,0,0,144,0,128,0,255,0,10,0,0,0,1,0,3,0,0,Volcano Ball
335,27000,0,82,116,70,100,160,0,0,144,0,2,0,255,6,33,0,0,0,5,10,26,0,0,Grand Jewel
336,0,0,0,0,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,4,0,0,0,0,Virage(head)
337,0,0,0,0,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,4,0,0,0,0,Virage(body)
338,0,0,0,0,50,100,100,0,0,144,0,8,0,255,0,0,0,0,0,0,0,0,0,0,Virage(arm)
339,0,0,0,0,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,0,0,0,0,0,Kamuy's tree
340,8925,0,111,111,60,100,100,0,0,144,0,4,0,255,1,19,0,8,5,2,1,14,0,0,Ghost Commander
341,1575,0,92,92,60,80,80,0,0,144,0,4,0,255,1,19,0,8,5,2,1,14,0,0,Ghost Knight
342,800,0,101,101,50,50,200,0,0,144,0,8,0,255,0,14,0,0,0,2,3,9,0,0,Mazo
343,28000,0,162,162,70,100,150,0,0,144,0,8,0,255,6,9,0,8,5,2,7,5,0,0,Kamuy
344,128000,0,315,315,50,90,240,0,20,144,0,8,0,255,0,20,0,8,5,3,0,15,0,0,Faust
345,128000,0,315,315,50,90,240,0,20,144,0,8,0,255,0,20,0,0,0,3,0,15,0,0,Faust
346,40000,0,180,180,50,200,240,0,0,144,0,1,0,255,0,33,0,0,0,5,1,28,0,0,Windigo
347,1600,0,158,158,50,100,80,0,0,144,0,1,0,255,4,4,0,0,0,5,1,1,0,0,Snow Cannon
348,65535,0,143,143,50,65535,65535,0,0,147,0,1,0,255,250,22,0,0,0,5,0,24,0,0,Heart
349,19200,0,160,160,50,100,160,0,0,144,0,4,0,255,0,19,0,8,5,2,0,19,0,0,Polter Helm
350,32000,0,160,174,50,160,140,0,0,144,0,4,0,255,0,13,0,8,5,2,1,15,0,0,Polter Armor
351,25600,0,302,160,100,120,120,0,0,144,0,4,0,255,0,7,251,8,5,2,0,7,0,0,Polter Sword
352,16000,0,235,255,60,160,100,0,0,144,0,8,0,255,0,0,0,0,0,5,2,15,0,0,Divine Dragoon Ghost
353,12000,0,235,170,60,80,120,0,5,144,0,1,0,255,0,0,0,0,0,5,2,15,0,0,Ghost Regole
354,8000,0,214,170,60,100,80,0,0,144,0,64,0,255,0,0,0,0,0,5,2,15,0,0,GhostFB
355,0,0,0,0,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Missing (Melbu Texture)
356,0,0,0,0,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Missing (Tentacle Texture)
357,0,0,0,0,50,0,0,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Lloyd & Melbu (Crash)
358,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
359,1,0,1,1,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,0,0,3,0,0,Freeze
360,20000,0,196,147,50,100,100,0,0,144,0,4,0,255,3,10,0,8,5,5,7,6,0,0,Vector
361,15000,0,156,209,60,120,180,10,0,144,0,4,0,255,2,17,0,8,5,2,0,13,0,0,Selebus
362,17500,0,176,165,55,140,140,0,0,144,0,4,0,255,2,19,0,8,5,2,1,16,0,0,Kubila
363,64000,0,269,189,60,140,170,0,0,144,0,4,0,255,0,21,0,0,5,3,254,18,0,0,Zackwell
364,5000,0,88,88,50,120,80,0,0,144,0,64,0,255,3,11,0,8,5,2,1,11,0,0,Lavitzs Spirit
365,80000,0,235,192,50,140,200,0,0,144,0,1,0,255,10,20,0,0,0,5,18,25,0,0,Last Kraken
366,4080,0,156,170,60,60,160,0,0,144,0,1,0,255,0,14,0,8,5,1,1,12,0,0,Cleone
367,0,0,0,0,50,50,50,0,0,144,0,0,0,255,1,11,2,0,0,0,0,3,0,0,Auto Complete
368,48000,0,286,239,70,120,120,0,0,144,0,8,0,255,0,7,0,8,5,5,3,6,0,0,Caterpillar
369,20000,0,239,239,60,160,160,0,0,144,0,8,0,255,0,18,0,0,0,5,2,20,0,0,Pupa
370,96000,0,260,348,70,120,160,0,0,144,0,8,0,255,0,30,0,8,5,5,255,23,0,0,Imago
371,2400,0,44,44,50,80,140,0,0,144,0,8,0,255,16,17,0,0,0,5,16,17,0,0,Death Rose
372,0,0,0,0,50,50,50,0,0,144,0,0,0,255,14,20,0,0,0,5,0,3,0,0,Auto Complete
373,3200,0,76,76,55,100,100,0,0,144,0,16,0,255,0,12,0,0,0,2,0,8,0,0,Claire
374,3200,0,76,76,55,100,100,0,0,144,0,16,0,255,0,12,0,8,5,2,0,8,0,0,Claire
375,2696,0,93,93,30,160,60,0,0,144,0,2,0,255,1,16,0,0,0,2,1,12,0,0,Indora
376,1000,0,70,76,45,120,120,5,0,144,0,16,0,255,0,5,0,0,0,0,0,5,0,0,Shadow Blade
377,1000,0,70,76,45,120,120,5,0,144,0,16,0,255,0,5,0,0,0,0,7,5,0,0,Light Sword
378,9600,0,109,109,55,120,160,0,0,156,0,4,0,255,34,21,0,0,0,5,34,21,0,0,Michael
379,0,0,0,0,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,3,0,0,Michael (arm)
380,1280,0,109,109,50,100,100,0,0,144,0,4,0,255,249,20,0,0,0,5,249,20,0,0,Michael (core)
381,1500,0,60,70,50,120,120,0,0,144,0,16,0,255,0,16,0,8,5,2,1,12,0,0,Dark Doel
382,3000,0,53,76,50,80,160,5,5,144,0,32,0,255,0,18,0,8,5,2,0,14,0,0,Archangel
383,65535,0,107,116,60,160,100,0,0,144,0,8,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
384,48000,0,98,71,60,160,240,0,0,144,0,1,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
385,64000,0,196,156,60,100,80,0,0,144,0,64,0,255,2,20,0,8,5,2,0,18,0,0,Dragon Spirit
386,0,0,0,0,50,50,50,0,0,128,0,0,0,255,0,0,0,0,0,2,0,3,0,0,Missing Shana
387,162000,0,440,340,70,240,280,0,0,144,0,128,0,255,0,17,0,8,5,2,1,12,0,0,Zieg Feld
388,315000,0,350,320,50,204,264,0,0,144,0,8,0,255,255,47,0,0,0,5,255,47,0,0,Melbu Frahma (1st)
389,13440,0,350,320,50,260,280,0,0,144,0,8,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
390,13440,0,350,320,50,260,250,0,0,144,0,0,0,255,0,0,0,0,0,4,0,0,0,0,Melbu Frahma (2nd)
391,13440,0,350,320,50,260,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (3rd)
392,13440,0,350,320,50,260,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (Bomb Star)
393,13440,0,350,320,50,260,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Melbu Frahma (4th)
394,1600,0,107,80,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Monster
395,1600,0,107,80,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
396,1600,0,107,80,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Bomb Star (Melbu Frahma 1st)
397,1600,0,107,80,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Monster
398,1600,0,107,80,50,250,250,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Tentacle
399,1,0,1,1,50,50,50,0,0,144,0,0,0,255,0,0,0,0,0,5,0,0,0,0,Crash
